x y z normal_x normal_y normal_z
0.0298383690 -0.0063609290 -0.0237534744 -0.0201130393 0.0069270482 0.9996165881
-0.0387331262 0.0085380731 0.0087029205 0.9928275254 -0.1172893784 0.0013603084
-0.0279093667 -0.0308544978 -0.0231970011 -0.6273901222 -0.7786412663 -0.0000000000
0.0430639012 -0.0021254113 0.0400189144 0.1191213539 -0.0187530667 0.9813271014
-0.0316543699 0.0260787019 -0.0301416051 0.5298312228 -0.3678732535 -0.7604524340
-0.0229313665 -0.0276627192 0.0041369882 0.5893196456 0.8078347301 0.0042100269
-0.0220750238 0.0427304738 -0.0143194177 -0.4967848843 0.8677511478 -0.0000000000
-0.0150630282 -0.0371886642 0.0399049031 -0.1360199175 -0.3767840133 0.8989343060
-0.0172868071 0.0450926710 -0.0040377524 -0.3895913732 0.9206050351 -0.0000000000
0.0153638184 0.0459461850 -0.0280440275 0.3408626485 0.9396809588 -0.0106817671
0.0190312095 0.0009400717 -0.0233237580 0.0129099084 -0.0019622180 0.9998591744
0.0087385204 -0.0396601660 0.0393939514 0.1737981415 -0.8510993659 0.4707192428
0.0182937941 -0.0307106598 0.0162613133 -0.4642391360 0.8854775783 0.0011006441
-0.0440578907 -0.0027189523 0.0277340299 -0.9886522318 -0.1492181099 -0.0000000000
0.0440233785 0.0122647893 0.0312665797 0.9821657646 0.1861311915 -0.0000000000
0.0279021826 0.0315161981 0.0075318364 -0.7096631304 -0.7044838438 0.0019053771
-0.0043853872 0.0484078261 -0.0121538115 -0.1009346854 0.9947805551 -0.0000000000
0.0214964854 -0.0352877275 0.0281281034 0.4782002960 -0.8778734658 -0.0000000000
0.0070719609 0.0207908374 -0.0233146714 0.0033847058 0.0079800281 0.9999213706
-0.0004903773 -0.0231583450 -0.0276168465 0.0006283345 0.0485982042 -0.9987798404
-0.0370727238 0.0161512660 0.0215107516 0.9500842268 -0.3116893785 0.0090035278
0.0048940247 -0.0617485358 0.0213952462 0.3528614296 0.4944069219 -0.7897978305
-0.0351807857 -0.0234295899 0.0088435363 -0.7900349009 -0.6125500554 -0.0000000000
-0.0405995102 0.0223382430 -0.0003403055 -0.9112314686 0.4114588775 -0.0000000000
0.0398750473 0.0110888976 0.0364050652 -0.9597857655 -0.1724282591 0.2195732912
-0.0323168593 0.0260048309 0.0264390647 0.8260107675 -0.5615907326 0.0399078967
0.0063732471 -0.0608343118 0.0271063254 0.6557959221 -0.2689647060 0.6996926151
-0.0385367898 -0.0184659815 0.0194240537 -0.8650758708 -0.5015076068 -0.0000000000
0.0034915227 -0.0663855428 0.0153055070 0.1978067836 0.8968811275 -0.3865896383
0.0381846856 -0.0132759056 0.0395690653 -0.5574518850 0.2533335434 0.7769306753
0.0095588296 -0.0398111626 0.0328613212 0.2283187663 -0.9726448194 0.0354727036
-0.0373406068 0.0283093166 -0.0031140896 -0.8382775436 0.5451695205 -0.0000000000
0.0378226262 0.0153895646 0.0292663856 -0.9535954198 -0.2893638955 0.0774116975
0.0192842354 0.0276731578 -0.0278260178 -0.0560465420 -0.0694375819 -0.9959715318
0.0218566048 -0.0293721288 0.0328451929 -0.5411331317 0.8298981058 0.1347386683
-0.0347279701 -0.0130669434 -0.0140516955 0.8963016463 0.4375146620 0.0641528778
0.0326561282 -0.0172189587 -0.0137839828 -0.8363208455 0.5442948495 0.0613746689
-0.0295539943 0.0208964790 -0.0234979466 0.1914146451 -0.1098482589 0.9718256527
-0.0326103464 0.0171834256 -0.0285820538 0.2411259921 -0.0972738774 -0.9648813710
0.0175733970 0.0393607674 0.0302264473 -0.4399810400 -0.8928267167 0.0920614584
-0.0322247139 0.0096261999 -0.0280904776 0.1466955185 -0.0258641132 -0.9886500751
-0.0037125178 0.0295780323 -0.0235687660 -0.0075492221 0.0506430528 0.9986684712
-0.0364497650 0.0178707257 0.0134722638 0.9345382159 -0.3557515590 0.0001995079
0.0293179824 -0.0221209332 0.0112859158 -0.7457650174 0.6659894830 0.0007316386
-0.0066285848 -0.0446828250 0.0252882583 -0.8180712874 -0.0298945285 -0.5401406914
0.0429191330 0.0166965711 -0.0290035079 0.9554619304 0.2846891120 -0.0652375630
-0.0036707885 0.0484638794 -0.0021177847 -0.0849764378 0.9960363940 -0.0000000000
0.0156384445 -0.0379568812 0.0094499580 0.3489962496 -0.9369035977 -0.0003650429
0.0102269130 0.0287475582 -0.0276037267 -0.0180709127 -0.0425639093 -0.9988735498
0.0218243452 -0.0244095248 -0.0229932481 -0.2829701637 0.3675237411 0.8781946259
0.0176527977 -0.0310426882 0.0107001881 -0.4478664201 0.8939589600 0.0008741976
0.0448008102 0.0032513704 0.0074811891 0.9995834536 -0.0155610518 -0.0000000000
0.0437393353 -0.0057764649 -0.0178023050 0.9757845847 -0.2175412511 -0.0000000000
-0.0221204399 0.0370556541 0.0336507248 0.5511546091 -0.8202066785 0.1502904521
0.0160589582 -0.0378074276 0.0285948881 0.3615578739 -0.9323249111 0.0006583022
0.0401228714 -0.0159762148 0.0070035104 0.8949042601 -0.4457096920 -0.0000000000
0.0320269218 0.0271469937 0.0297136908 -0.8057564003 -0.5859703833 0.0842372119
0.0436000973 -0.0063566265 -0.0076028356 0.9726733895 -0.2304960691 -0.0000000000
-0.0270301477 0.0278196339 -0.0227549401 0.4160974624 -0.3643618878 0.8265197832
-0.0280964895 0.0310227765 0.0025751291 0.7213281108 -0.6920547799 0.0052703211
-0.0435955067 -0.0053097558 -0.0209937475 -0.9782457775 -0.2071194937 -0.0000000000
0.0019276783 -0.0474785477 0.0233904750 0.0970410835 -0.0488086673 -0.9936190282
0.0342252684 -0.0150709435 -0.0054917525 -0.8729712364 0.4868616209 0.0157570396
0.0084364662 0.0478451988 -0.0255425495 0.1859102276 0.9821990591 -0.0000000000
-0.0341048736 -0.0023262022 -0.0233679962 0.2909222691 0.0537498416 0.9530070161
0.0389115057 -0.0005692955 -0.0054311098 -0.9929348243 0.1156306938 0.0155591789
-0.0254230390 -0.0029946400 -0.0275916123 0.0423520461 0.0124111442 -0.9989600789
-0.0270383923 0.0145827069 -0.0237239300 -0.0271088177 0.0105593724 0.9995865502
0.0159011858 -0.0350898809 -0.0318660239 0.0051121251 -0.0116689704 -0.9997725966
-0.0265625265 -0.0244791811 -0.0078254071 0.6840069682 0.7286066552 0.0233711164
-0.0095625292 0.0386649996 -0.0228526068 0.1415152982 -0.5069479546 0.8499792803
0.0340598607 0.0167415620 -0.0226662779 -0.5402784281 -0.2040785217 0.8052231721
-0.0335887639 -0.0253693116 -0.0146500066 -0.7543781953 -0.6559365675 -0.0000000000
-0.0427944408 0.0163531860 0.0204793565 -0.9603672633 0.2775320164 -0.0000000000
-0.0078996892 -0.0195604771 -0.0275266341 0.0108421141 0.0306363012 -0.9994241935
-0.0444440195 0.0070514777 0.0288932160 -0.9972552857 0.0694204831 -0.0000000000
0.0447783066 0.0055061529 0.0289464952 0.9990669604 0.0348558429 -0.0000000000
-0.0333913442 0.0237656503 -0.0105451752 0.8601091175 -0.5085863188 0.0322449757
-0.0218204193 -0.0349740666 -0.0021539792 -0.4911008607 -0.8708470192 -0.0000000000
-0.0124138894 0.0414371925 0.0308312740 0.3155287775 -0.9433112997 0.1012906237
0.0172414644 -0.0315358416 0.0292783742 -0.4330547411 0.8974693360 0.0775946337
-0.0018801253 -0.0471661084 -0.0085782597 -0.1067453927 -0.0336860933 0.9929904535
-0.0071053081 -0.0404524454 -0.0067599673 -0.2047576769 -0.9743349225 0.0755795183
0.0351001683 0.0149458225 -0.0289970432 -0.3371946586 -0.1060333563 -0.9353572623
0.0227923785 0.0368844960 0.0342543301 -0.5591349131 -0.8123676285 0.1625661045
0.0011816308 -0.0351928614 0.0232621956 -0.0269597077 0.9991333683 0.0151317970
-0.0265454111 0.0397955882 0.0072256668 -0.5968186988 0.8020842547 -0.0000000000
-0.0035193110 -0.0406032096 0.0099884734 -0.0793825862 -0.9965088870 -0.0048252364
0.0386168192 -0.0033048179 -0.0305694448 -0.7359733771 0.1384600178 -0.6613908934
0.0316987428 -0.0198037394 0.0306006198 -0.7950429744 0.5980531534 0.0977710278
0.0303986731 -0.0244749920 0.0393557148 -0.5331609100 0.4991995143 0.6745938810
0.0149366972 -0.0382044208 -0.0235165341 0.3320749391 -0.9428581982 -0.0007014307
0.0295965799 0.0375322995 -0.0134223793 0.6593840673 0.7514209414 -0.0000000000
0.0032657340 -0.0742245810 0.0081247962 0.2063015605 -0.9753629796 0.0223409202
-0.0086080213 -0.0365208496 0.0391884102 0.1656777997 0.7681014261 0.6114370301
0.0187669718 0.0379441657 -0.0143229652 -0.4794167532 -0.8744077461 0.0669679992
0.0381358889 -0.0195266217 -0.0282371989 0.8502625376 -0.5251887773 -0.0184132939
0.0153379946 0.0035373032 -0.0273829368 -0.0064300276 0.0018518570 -1.0000000000
-0.0352399247 0.0005508675 -0.0286477317 0.2735484098 0.0264875106 -0.9602338248
0.0107224676 0.0403594589 -0.0295880770 -0.1398404361 -0.4781575896 -0.8648777524
-0.0050406635 0.0188458392 -0.0273860219 0.0035944826 -0.0064981627 -1.0000000000
0.0368886253 -0.0095463396 0.0234341544 -0.9383401086 0.3444590729 0.0163224110
-0.0007040616 0.0140658798 -0.0273670147 0.0000808387 -0.0014097477 -1.0000000000
0.0349376949 -0.0141092762 0.0259559276 -0.8870263881 0.4600757474 0.0338498665
0.0378578433 -0.0064130417 0.0058597900 -0.9641397714 0.2646422599 0.0030404739
0.0254313154 -0.0256651929 -0.0097401142 -0.6491344673 0.7595679165 0.0296182819
0.0137510756 0.0465076860 0.0150043711 0.3048275565 0.9523325667 -0.0000000000
-0.0028631159 0.0395598523 -0.0229799336 0.0408914556 -0.4680043239 0.8755366130
-0.0041254370 -0.0133372982 -0.0274038286 0.0009663413 0.0100899095 -0.9999826537
-0.0096282463 -0.0398500062 -0.0154906709 -0.2709912312 -0.9616659678 -0.0318977871
0.0120554871 0.0085026443 -0.0233060237 -0.0000000000 -0.0000000000 1.0000000000
-0.0086952430 -0.0339901290 -0.0098832710 0.2263501524 0.9732109449 0.0300853636
-0.0412090623 0.0208994724 0.0259450395 -0.9248964979 0.3793143950 -0.0000000000
0.0192806322 0.0380693825 0.0166197703 -0.4893895158 -0.8717791236 0.0013009822
0.0365895548 -0.0101655127 -0.0006171053 -0.9324084232 0.3609648283 0.0087862066
0.0377898065 -0.0200986956 -0.0142985204 0.8426516255 -0.5380902252 -0.0000000000
0.0210766932 -0.0355155915 -0.0271956429 0.4687952521 -0.8829447401 -0.0026572232
-0.0017761236 -0.0743859645 0.0058046034 -0.1130709603 -0.9904843606 -0.0526968243
-0.0146157141 0.0401909024 0.0128522633 0.3765982758 -0.9260009299 0.0003504085
0.0021930010 -0.0549363621 0.0300391378 0.1281133806 -0.1300609562 0.9812303729
-0.0135064000 0.0465049460 0.0356575920 -0.3050339796 0.9522715873 -0.0000000000
0.0005853489 -0.0351145795 -0.0035994744 -0.0117512429 0.9996118194 0.0128526668
-0.0064345439 0.0425241312 0.0099736835 0.1676074375 -0.9856108351 0.0010510201
0.0192919794 0.0339067730 -0.0230543540 -0.2347541400 -0.3679882050 0.8903934330
-0.0445418777 0.0048353931 -0.0103748474 -0.9994684396 0.0198576657 -0.0000000000
0.0399472481 0.0242386146 -0.0135918386 0.8909840352 0.4539293984 -0.0000000000
-0.0168788003 -0.0313540884 0.0247474045 0.4337036270 0.9002943820 0.0254151395
0.0060715171 -0.0556559622 0.0241771292 0.5751555964 0.1407742619 -0.7911838230
-0.0158605141 0.0456814074 0.0101976168 -0.3576622068 0.9338264055 -0.0000000000
0.0345425735 -0.0146708231 0.0195620762 -0.8792291963 0.4756053376 0.0038591870
-0.0147702922 -0.0096504796 -0.0274327473 0.0109932558 0.0096820641 -0.9999183787
-0.0441471418 -0.0020425665 0.0154836898 -0.9906355957 -0.1340512022 -0.0000000000
0.0391269090 0.0008524095 0.0068277732 -0.9964982609 0.0790586447 0.0023833422
-0.0303842994 -0.0118842663 -0.0234636427 0.2147989879 0.1117171524 0.9675250483
0.0203333968 0.0438081854 0.0077590058 0.4522245646 0.8918902182 -0.0000000000
-0.0375540652 -0.0200690395 0.0124027418 -0.8430589314 -0.5374257518 -0.0000000000
0.0305755851 -0.0203424840 -0.0101324757 -0.7812178173 0.6231505159 0.0308984502
0.0039377366 0.0484628576 0.0256505510 0.0852673468 0.9960135008 -0.0000000000
-0.0383397504 0.0125955675 0.0296163152 0.9719168172 -0.2184599807 0.0827513381
-0.0433184829 -0.0064720145 0.0034970774 -0.9720546057 -0.2330726452 -0.0000000000
-0.0368879317 -0.0072991302 -0.0157670018 0.9524041516 0.2892874947 0.0880917286
-0.0026058373 -0.0456320979 -0.0153844934 -0.1897658852 0.0030818671 -0.9789582479
0.0070306994 -0.0053192703 -0.0273708945 -0.0013941456 0.0018251124 -1.0000000000
0.0209089546 -0.0287940334 -0.0142404913 -0.5344917329 0.8421040012 0.0661121201
-0.0022238203 -0.0406977101 0.0043425884 -0.0509753143 -0.9986953163 0.0028702396
-0.0218807797 -0.0342782474 0.0397725533 -0.2938531782 -0.5097989555 0.7893898542
-0.0155560656 0.0457892415 0.0222803412 -0.3508552645 0.9362426599 -0.0000000000
0.0005870356 0.0198052057 -0.0273891588 0.0011822053 -0.0071404491 -1.0000000000
-0.0146524960 -0.0382195881 0.0331612382 -0.3348828149 -0.9419488951 0.0026711147
0.0207904434 -0.0063162075 -0.0234211728 0.0372617395 -0.0185014695 0.9991775631
-0.0139339173 0.0393844884 -0.0297152834 0.1957599005 -0.4949931948 -0.8426350923
0.0032235524 -0.0409270658 -0.0065299593 0.0786786755 -0.9788748700 0.1701410731
0.0425465578 0.0179994211 0.0178526903 0.9491863603 0.3144018992 -0.0000000000
0.0351903437 -0.0237480859 0.0155135165 0.7845779032 -0.6196715972 -0.0000000000
-0.0310428031 0.0359596338 -0.0210253460 -0.6974211605 0.7163439247 -0.0000000000
0.0013380732 -0.0506338047 -0.0155589457 0.0731304970 -0.0359866180 -0.9948893474
0.0212598872 0.0433107605 -0.0226209623 0.4729182619 0.8807503887 -0.0000000000
0.0159854028 0.0396614280 -0.0031709889 -0.4057875529 -0.9138111382 0.0122684270
0.0160946688 0.0397143658 0.0234032999 -0.4075775278 -0.9129859694 0.0161087797
-0.0055247715 0.0153939044 -0.0233060237 -0.0000000000 -0.0000000000 1.0000000000
-0.0030176019 -0.0418326094 0.0226257997 -0.2117440020 -0.6297221466 -0.7269716021
-0.0158253098 -0.0135328988 -0.0234512422 -0.0301448582 -0.0330227870 0.9990150306
-0.0242063691 0.0226909871 -0.0237487678 0.0025485890 -0.0014927918 0.9997654687
-0.0258371640 -0.0258038815 -0.0309858878 0.5276401950 0.6046893888 -0.5960243126
-0.0247522594 -0.0331650026 0.0128908525 -0.5566534597 -0.8304132580 -0.0000000000
-0.0196748935 -0.0282771012 -0.0295243123 0.2517846825 0.4099588468 -0.8760273374
0.0440405414 0.0121720859 0.0247300097 0.9825525315 0.1840603732 -0.0000000000
0.0060114639 0.0068338934 -0.0233060237 -0.0000000000 -0.0000000000 1.0000000000
0.0383061383 0.0271510423 0.0321984038 0.8542195119 0.5192185277 -0.0000000000
-0.0360714948 0.0222169171 -0.0317824824 0.2000729305 -0.1007221195 -0.9712487945
0.0314961826 -0.0194443706 0.0173136196 -0.8014572945 0.5976434974 0.0016887680
-0.0002446120 -0.0634933173 0.0191310956 -0.0187668977 0.7019333397 -0.7062316411
0.0422830092 0.0187434995 -0.0066829109 0.9432809852 0.3310719460 -0.0000000000
-0.0412402496 0.0208242192 -0.0193974924 -0.9255961237 0.3776332044 -0.0000000000
-0.0384239117 0.0265447197 -0.0096760145 -0.8625469511 0.5056332530 -0.0000000000
0.0369877991 0.0170694018 0.0144199441 -0.9417965744 -0.3352622297 0.0000715205
0.0250081347 0.0410582675 0.0309345778 0.5566972184 0.8303831740 -0.0000000000
0.0106144466 -0.0337392903 0.0036540702 -0.2680987019 0.9631826167 0.0045378639
0.0238809243 -0.0272551442 0.0260882952 -0.6051670743 0.7949035130 0.0355096169
0.0231800475 0.0422188356 -0.0032478524 0.5158075663 0.8563240669 -0.0000000000
0.0044620278 -0.0405524109 0.0344190843 0.0937167669 -0.9951604830 0.0234700323
0.0067161455 -0.0113145051 -0.0273937110 -0.0036113717 0.0070072368 -1.0000000000
-0.0360827808 0.0301405214 0.0060686609 -0.8101782200 0.5860844622 -0.0000000000
-0.0179588797 -0.0369198465 0.0203141100 -0.4047604731 -0.9143099172 -0.0000000000
0.0073353572 -0.0616133093 -0.0099920632 0.9767876543 -0.0443872720 -0.1017654031
0.0017283819 0.0485978552 -0.0033750988 0.0358762161 0.9990414793 -0.0000000000
-0.0193920947 0.0380586673 0.0277126636 0.4957600554 -0.8663815753 0.0558774823
0.0275924002 0.0275481531 -0.0227049439 -0.4306102601 -0.3685113052 0.8145107301
0.0295758917 0.0375499758 0.0332049926 0.6589223911 0.7518163323 -0.0000000000
0.0375195928 -0.0072913719 -0.0052868332 -0.9572177976 0.2876738762 0.0151533806
-0.0341032002 0.0229019408 0.0123365398 0.8745419493 -0.4842486276 0.0004759294
-0.0359711804 -0.0111168767 0.0044055742 0.9224944480 0.3849784000 0.0040276927
-0.0208727013 0.0164770655 -0.0234914814 -0.0420540952 0.0250155836 0.9987975278
0.0383324620 -0.0063272622 0.0310559231 -0.9603424828 0.2581884533 0.1049312795
-0.0318009439 -0.0273113927 0.0193102374 -0.7143827772 -0.6994923595 -0.0000000000
-0.0442738951 -0.0010819726 0.0213781640 -0.9934523422 -0.1125113659 -0.0000000000
-0.0431208246 -0.0072955954 0.0313820475 -0.9676380416 -0.2514629354 -0.0000000000
-0.0005697543 -0.0390232976 -0.0318147965 -0.0045209929 -0.1844854818 -0.9792947631
-0.0165705834 0.0439793410 0.0400171325 -0.0457489508 0.1185635575 0.9802558239
0.0084612734 0.0478406061 -0.0084654406 0.1864654519 0.9820955612 -0.0000000000
-0.0403888016 -0.0148855585 0.0144501844 -0.9065234814 -0.4213351766 -0.0000000000
0.0003986054 -0.0432509645 0.0305629586 0.0196018816 -0.0920780697 0.9943433720
-0.0282182931 0.0324156140 0.0353015205 0.6929502672 -0.6960114836 0.1869352375
-0.0335971919 -0.0158928687 0.0062617390 0.8617193883 0.5069833281 0.0027676040
-0.0020905100 -0.0011598633 -0.0273660239 0.0000693702 0.0001418408 -1.0000000000
-0.0174141501 0.0389300094 0.0174672982 0.4482579706 -0.8937730972 0.0017746574
-0.0348710474 -0.0155831866 0.0348449311 0.8595389438 0.4796735475 0.1745772840
0.0381229061 -0.0040557484 -0.0133362684 -0.9766840643 0.2057370516 0.0567284792
0.0384870929 -0.0036478563 0.0008750257 -0.9806536965 0.1941887214 0.0067516860
-0.0130632325 0.0466362772 0.0160688980 -0.2951397302 0.9551944419 -0.0000000000
0.0173924998 -0.0285197329 -0.0222251990 -0.3290384808 0.6161151717 0.6992762173
-0.0117717874 -0.0194422585 -0.0235863839 -0.0228927658 -0.0450509401 0.9986980773
0.0020393467 0.0455246526 0.0394347034 -0.0311100987 -0.6860110642 0.7124819534
-0.0366208506 0.0173328905 0.0020752865 0.9392617653 -0.3421654041 0.0056096477
0.0394361397 0.0237902238 -0.0311736112 0.7204262662 0.3636913587 -0.5856861727
-0.0376779764 0.0168503239 0.0340117283 0.9341463995 -0.3187317588 0.1576322594
0.0326438854 0.0257118936 0.0077562613 -0.8307452896 -0.5561371059 0.0017530224
-0.0307239813 -0.0201201700 0.0095165081 0.7882405400 0.6148917490 0.0011622910
0.0020817197 0.0485884892 0.0022346695 0.0437919483 0.9988299912 -0.0000000000
0.0324948600 -0.0268479107 -0.0265733946 0.7242150538 -0.6890865362 -0.0000000000
-0.0415676805 0.0200341460 0.0106568390 -0.9329413977 0.3599826193 -0.0000000000
-0.0416330587 -0.0119670039 -0.0142689958 -0.9344070986 -0.3561216848 -0.0000000000
-0.0169050604 0.0359875717 -0.0226431069 0.2757251059 -0.5145413754 0.7996574997
-0.0109939370 0.0271193019 -0.0275621190 0.0158031592 -0.0351565679 -0.9991772187
-0.0139935730 0.0463426680 -0.0095239063 -0.3159206304 0.9486433765 -0.0000000000
0.0303952823 0.0287545079 0.0138364697 -0.7733652670 -0.6337757078 0.0001108646
0.0122439460 -0.0332689112 0.0151551910 -0.3095610060 0.9509008468 0.0004824430
0.0246012997 -0.0334431090 0.0028828590 0.5475861362 -0.8366470367 -0.0000000000
0.0296511918 0.0295099969 -0.0045408599 -0.7557182465 -0.6542921038 0.0141362460
-0.0331540307 -0.0163911129 -0.0072601634 0.8526945698 0.5211607540 0.0215268806
-0.0169245020 0.0452426542 -0.0147400461 -0.3814805632 0.9239733680 -0.0000000000
0.0439916252 -0.0045416943 -0.0256612843 0.9814502007 -0.1899624467 -0.0000000000
0.0358874112 0.0307341557 -0.0084975403 0.8001444577 0.5993567878 -0.0000000000
0.0342880421 -0.0137709914 -0.0176481710 -0.8766536693 0.4546076286 0.1496057170
0.0284788324 -0.0305927096 0.0158598513 0.6344405519 -0.7727831858 -0.0000000000
-0.0436816590 -0.0048444137 0.0094723151 -0.9801872273 -0.1967246293 -0.0000000000
-0.0412417301 -0.0129260397 0.0214239152 -0.9256293370 -0.3775533934 -0.0000000000
-0.0058925965 0.0482174887 -0.0184761671 -0.1346587811 0.9905485441 -0.0000000000
0.0108755046 -0.0393774430 -0.0292098310 0.2395683565 -0.9657201432 -0.0901989745
0.0155785286 0.0297010784 -0.0237414546 0.0067003676 0.0107194465 0.9997306387
0.0095118266 0.0142905368 -0.0233060237 -0.0000000000 -0.0000000000 1.0000000000
-0.0380699478 0.0122315371 -0.0019696024 0.9770873900 -0.2119091218 0.0106303364
0.0091798299 0.0179907377 -0.0273925328 -0.0068103000 -0.0054448228 -1.0000000000
-0.0381278289 0.0122109324 0.0128667925 0.9773305886 -0.2111037901 0.0003468723
-0.0054742258 0.0084700959 -0.0273660239 0.0001799890 -0.0001568364 -1.0000000000
-0.0200946172 -0.0359063516 0.0084583012 -0.4525643936 -0.8917289068 -0.0000000000
0.0132397558 0.0466592138 -0.0050783976 0.2934117254 0.9557049108 -0.0000000000
-0.0306403267 0.0363417145 0.0177216148 -0.6884087170 0.7248583141 -0.0000000000
0.0252518648 0.0338263412 -0.0056661860 -0.6433484111 -0.7649904655 0.0163261684
-0.0044169953 -0.0349820261 0.0250406296 0.1158868763 0.9926272342 0.0274453820
-0.0072642635 0.0423882769 0.0223700601 0.1887318973 -0.9816501489 0.0112720308
-0.0429499137 0.0158285539 0.0323098664 -0.9638274077 0.2657440298 -0.0000000000
0.0385316393 -0.0188885895 -0.0071904916 0.8592716301 -0.5109765685 -0.0000000000
0.0070876848 0.0424415963 0.0053327170 -0.1778635531 -0.9836990190 0.0033982862
-0.0058320566 -0.0352824336 -0.0312544274 0.1162593261 0.7656252680 -0.6321230820
-0.0424596131 0.0174830377 -0.0035867230 -0.9529154701 0.3028298210 -0.0000000000
0.0445801049 0.0085537157 0.0099537008 0.9946152460 0.1030324967 -0.0000000000
-0.0431619837 -0.0071240984 -0.0034765195 -0.9685577178 -0.2476334628 -0.0000000000
-0.0427257735 -0.0034690366 0.0400010918 -0.1824805306 -0.0334040134 0.9706120544
-0.0395675511 -0.0003521801 0.0338393115 0.9820264846 0.1063395579 0.1541257811
0.0445147503 0.0090756014 0.0198667164 0.9931619811 0.1147317749 -0.0000000000
-0.0409846718 -0.0135463075 0.0269171447 -0.9198627356 -0.3914104516 -0.0000000000
0.0348056547 0.0217554612 -0.0086955164 -0.8891608254 -0.4565605570 0.0262100451
-0.0364966364 -0.0105974659 -0.0308742064 0.7394719288 0.2933000268 -0.6044136924
-0.0035420344 -0.0187098972 -0.0234157478 -0.0064790352 -0.0402481048 0.9992095130
-0.0220940329 -0.0139133530 -0.0236959456 -0.0281028430 -0.0226543371 0.9993003348
0.0214114515 0.0398116397 0.0395120548 -0.3298392275 -0.5529157400 0.7495847099
0.0349170905 -0.0241042362 -0.0098158994 0.7784757510 -0.6276350845 -0.0000000000
-0.0360528108 0.0301841532 0.0137940042 -0.8095087019 0.5870593361 -0.0000000000
-0.0065196116 -0.0059064397 -0.0273707890 0.0016563445 0.0019331047 -1.0000000000
0.0094870320 -0.0337458132 -0.0129530483 -0.2405466766 0.9686118397 0.0527515836
0.0317010349 -0.0097088254 -0.0283773793 -0.1963640597 0.0846192392 -0.9758937686
-0.0035112227 -0.0553118069 0.0297159411 -0.2486891456 -0.1378999365 0.9577386629
0.0262174765 0.0402275894 0.0078595144 0.5837804654 0.8117634604 -0.0000000000
-0.0028708401 0.0426360491 -0.0136219078 0.0770632937 -0.9946328825 0.0596927235
0.0122699825 0.0469466028 0.0001396990 0.2717603643 0.9621009271 -0.0000000000
-0.0401364719 0.0005553719 -0.0317595414 0.2695124352 0.0224741684 -0.9619342185
-0.0282896057 0.0384320407 0.0265279944 -0.6358842702 0.7715467497 -0.0000000000
0.0279912325 -0.0309865060 0.0071361036 0.6235337044 -0.7815984710 -0.0000000000
0.0013265285 -0.0347864095 -0.0147333533 -0.0308770463 0.9965121986 0.0712268328
-0.0306894874 -0.0212041691 0.0328474894 0.7675738606 0.6263918241 0.1347769247
0.0424437034 -0.0103952035 0.0311385246 0.9468816860 -0.3209076719 -0.0000000000
0.0136318556 0.0344302965 -0.0281632551 -0.0670387655 -0.1513026648 -0.9858718316
-0.0131169976 0.0400322347 -0.0180002750 0.3395960597 -0.9255381758 0.1611194725
0.0258449344 0.0339457635 0.0306849867 -0.6474582628 -0.7550988977 0.0990583986
0.0418932706 -0.0119492439 -0.0077302042 0.9345480504 -0.3557237978 -0.0000000000
0.0364688944 0.0297435401 0.0389969145 0.7767856126 0.5509297838 0.2748667045
0.0022406032 -0.0609209406 -0.0063414435 0.1111835661 0.4889303615 0.8615688601
0.0189803233 -0.0365593632 0.0228910122 0.4218572897 -0.9063050799 -0.0000000000
0.0216100639 -0.0261028834 -0.0291207918 -0.2224748988 0.3122435404 -0.9217255818
0.0011195146 -0.0407244944 -0.0222237439 0.0210971437 -0.9994843788 -0.0038579814
0.0201903867 0.0143634716 -0.0234049638 0.0337613116 0.0174153221 0.9992899943
0.0271760940 -0.0207090587 -0.0223779605 -0.4847978467 0.4428241406 0.7359694687
-0.0255985240 -0.0255365312 0.0086432202 0.6572635116 0.7532370379 0.0013748387
0.0343305377 0.0202262143 -0.0295609906 -0.4434331712 -0.2106502543 -0.8696139441
-0.0160469377 0.0037599984 -0.0273881813 0.0078872955 0.0008895261 -1.0000000000
-0.0373668975 -0.0192874950 -0.0310326327 -0.7175679758 -0.4435327578 -0.5276423885
0.0131545080 -0.0329545846 0.0205418275 -0.3327294565 0.9426392995 0.0064456489
-0.0092788964 0.0133071638 -0.0273729301 0.0039774686 -0.0013865588 -1.0000000000
0.0040596145 -0.0405767954 0.0083439410 0.0858752628 -0.9960208383 -0.0025650455
-0.0009927855 -0.0672534064 0.0113085623 -0.0559574510 0.9818590674 -0.1657976331
0.0069172599 0.0480730930 0.0386546214 0.1503214073 0.9775793820 0.1424565530
-0.0383476856 0.0060893998 -0.0299735757 0.6005318687 -0.0330032372 -0.7974713964
-0.0180957355 -0.0368603630 0.0015146913 -0.4077031278 -0.9130238352 -0.0000000000
-0.0321890091 -0.0181116779 0.0176406113 0.8255966435 0.5636339609 0.0018715205
-0.0377694403 -0.0057259652 0.0016733332 0.9686680784 0.2471739280 0.0058825204
0.0106168512 0.0473758098 0.0054895188 0.2347538006 0.9716761512 -0.0000000000
-0.0306719241 0.0363117183 -0.0073230327 -0.6891162612 0.7241898710 -0.0000000000
-0.0050290173 -0.0583925841 0.0230251224 -0.3967382826 0.2888573841 -0.8691466221
0.0266517494 0.0327387473 0.0221598234 -0.6773617418 -0.7352524134 0.0107170233
