x y z normal_x normal_y normal_z
-0.0012836069 0.0486029141 -0.0269867242 -0.0316005733 0.9991557136 -0.0012287189
-0.0319591533 0.0350393451 0.0102306330 -0.7179181781 0.6957507279 -0.0000000000
0.0281872042 0.0387307554 0.0253462057 0.6279261736 0.7782302077 -0.0000000000
0.0420545803 -0.0114938171 0.0245219135 0.9381625438 -0.3455205892 -0.0000000000
-0.0266197631 0.0365249133 -0.0318660239 -0.0097548807 0.0120095470 -0.9997239275
0.0436247123 0.0141486706 0.0068909110 0.9732233975 0.2282058708 -0.0000000000
-0.0092925281 0.0476327049 0.0063535476 -0.2107579922 0.9774163258 -0.0000000000
-0.0111422852 -0.0331799212 -0.0302085577 0.1910490176 0.6340962596 -0.7444688703
0.0379102762 0.0141478643 0.0075415509 -0.9653614027 -0.2605182397 0.0018987822
-0.0388651728 0.0064493740 -0.0027206903 0.9976215694 -0.0639798543 0.0116544447
-0.0316344485 -0.0274867758 -0.0265283067 -0.7106622114 -0.7034299573 -0.0000000000
-0.0001442557 -0.0351664784 0.0016698765 0.0069415179 0.9998145404 0.0058848671
0.0408452598 0.0041454155 0.0376995317 -0.9544027971 -0.0046275681 0.2974766653
0.0360113287 0.0194432539 -0.0011230708 -0.9177522715 -0.3963411555 0.0094760905
0.0392743582 0.0045693322 0.0230840418 -0.9994770044 -0.0158693171 0.0138982890
-0.0424073764 -0.0097646997 -0.0250718280 -0.9517529108 -0.3067809463 -0.0000000000
-0.0073511049 0.0431538923 0.0338190492 0.1851690833 -0.9700839888 0.1537137021
0.0139972034 -0.0385655487 -0.0134367090 0.3311547052 -0.9435652184 -0.0017236562
0.0044495398 -0.0405670991 0.0009937792 0.0922633074 -0.9955819346 0.0101677695
0.0171521238 -0.0230915383 -0.0279869371 -0.0665242797 0.1063134853 -0.9915825274
-0.0443808646 0.0078566106 -0.0198375363 -0.9958403416 0.0874350303 -0.0000000000
-0.0436776223 0.0127608245 -0.0221470490 -0.9800962602 0.1972116832 -0.0000000000
-0.0088668559 -0.0398467464 -0.0222784824 -0.2024422583 -0.9790475136 -0.0118595394
-0.0195473528 0.0440621529 -0.0092576646 -0.4402820390 0.8975591449 -0.0000000000
-0.0063652791 0.0479068512 -0.0303117323 -0.1388551872 0.9415421466 -0.3036928154
-0.0256188758 0.0334137517 0.0098861670 0.6577821036 -0.7527929028 0.0010723205
0.0367989360 -0.0215310562 0.0383694920 0.8157395325 -0.5669262003 0.0944161128
-0.0097965976 -0.0338767289 0.0001709562 0.2538151472 0.9670986637 0.0077116847
0.0237706696 0.0418567658 -0.0274481990 0.5290114461 0.8482418732 -0.0043841029
-0.0174216769 -0.0310318120 0.0190292007 0.4484509237 0.8936815055 0.0026475897
-0.0361216843 -0.0221892767 0.0268769977 -0.8110473080 -0.5848189982 -0.0000000000
-0.0442732798 0.0089812431 0.0136678424 -0.9934386676 0.1126159358 -0.0000000000
0.0338676760 -0.0253400626 -0.0171459366 0.7549388424 -0.6552822053 -0.0000000000
0.0110881827 -0.0200258105 -0.0275879910 -0.0176075557 0.0394044266 -0.9990084610
0.0398596143 0.0244000617 0.0199324483 0.8890209146 0.4575493955 -0.0000000000
-0.0074010402 -0.0344506135 0.0158013030 0.1923094543 0.9810061957 0.0008435488
0.0032248259 0.0158370879 -0.0233060237 -0.0000000000 -0.0000000000 1.0000000000
-0.0081714445 0.0420478067 -0.0081684270 0.2127321106 -0.9766259909 0.0244902966
-0.0071125468 -0.0512685409 0.0269056324 -0.9897862932 -0.0004432073 0.0497519426
0.0259479514 -0.0325181150 -0.0220512698 0.5777444422 -0.8159132221 -0.0000000000
0.0352691817 0.0090957865 -0.0286443781 -0.2712525837 -0.0390028961 -0.9604711347
-0.0418934802 -0.0112317544 0.0101038427 -0.9402424030 -0.3396494378 -0.0000000000
-0.0033045552 -0.0350303456 0.0117716565 0.0876820237 0.9958234771 0.0006134151
0.0088097248 0.0419247637 -0.0095824059 -0.2227400080 -0.9741051342 0.0291037228
-0.0089467759 -0.0398438869 0.0089970446 -0.2053746342 -0.9785433328 -0.0031198227
-0.0097699129 -0.0287047630 -0.0235072636 0.0611690601 0.2059257945 0.9729937013
0.0296130865 -0.0296235890 0.0312045074 0.6597524267 -0.7511054693 -0.0000000000
0.0277568093 0.0213580929 -0.0280685176 -0.1215957702 -0.0770895559 -0.9892720214
-0.0038144834 -0.0469526936 0.0299984760 -0.2913958426 0.0094566465 0.9534052437
-0.0439574345 0.0112494515 -0.0151751808 -0.9864018473 0.1634504574 -0.0000000000
0.0104427869 0.0231876027 -0.0274574474 -0.0083677851 -0.0179588056 -0.9998123897
0.0215754412 0.0431394772 0.0351001403 0.4799629757 0.8769134012 -0.0000000000
0.0408693798 -0.0118042334 -0.0315578783 0.5482022388 -0.2120010772 -0.8084399638
-0.0250294081 -0.0177269987 -0.0281381495 0.1209905183 0.1043410736 -0.9870417387
-0.0214033243 0.0430950736 0.0010401374 -0.4817892529 0.8759186975 -0.0000000000
0.0391246544 0.0007717363 0.0157336004 -0.9963371314 0.0811100856 0.0008057104
-0.0231132582 -0.0292287789 0.0369032108 0.5553479473 0.7930465989 0.2465279142
-0.0011193097 -0.0558457424 -0.0151294743 -0.0743774203 -0.1552199120 -0.9830829865
-0.0147344587 -0.0381890469 0.0116423624 -0.3358448855 -0.9416036723 -0.0007784906
0.0054325667 -0.0351553791 0.0300615869 -0.1337044355 0.9864835421 0.0895458239
0.0071517879 0.0480830412 -0.0145028033 0.1571571037 0.9875588548 -0.0000000000
0.0447663284 0.0059654602 -0.0224726965 0.9987920449 0.0451259458 -0.0000000000
-0.0385901539 0.0100469328 0.0246736930 0.9874170700 -0.1556187106 0.0249047731
0.0020284997 -0.0035766948 -0.0233060237 -0.0000000000 -0.0000000000 1.0000000000
0.0305516941 0.0366669093 -0.0194606810 0.6807380870 0.7321050426 -0.0000000000
0.0016994885 -0.0645092358 0.0270382765 0.0935370549 -0.4973872763 0.8590234102
-0.0101280441 0.0181282318 -0.0233111620 -0.0035999850 0.0049473836 0.9999532798
0.0062721908 -0.0347072050 0.0192374288 -0.1569655667 0.9875926363 0.0030021449
0.0072836090 0.0420290434 -0.0148107981 -0.1841415392 -0.9797864216 0.0720305221
0.0445405809 0.0088798452 0.0011470362 0.9937359963 0.1103422450 -0.0000000000
0.0134553766 0.0402937490 -0.0155310493 -0.3430048970 -0.9355429612 0.0803761102
0.0040283721 0.0019842084 -0.0273660239 -0.0001242268 0.0000546046 -1.0000000000
-0.0327113017 0.0342470464 -0.0158236250 -0.7347259516 0.6779625056 -0.0000000000
-0.0122210105 0.0468858668 -0.0010838487 -0.2763361049 0.9607492102 -0.0000000000
0.0030610450 0.0430087986 0.0241237486 -0.0748887790 -0.9965703079 0.0210970479
-0.0226087564 0.0358214893 0.0226429443 0.5805112139 -0.8139375897 0.0119924223
0.0363676532 -0.0127905642 0.0338409314 -0.8965660150 0.4141440850 0.1541587261
0.0432971530 0.0155135083 0.0003988983 0.9659042702 0.2586822485 -0.0000000000
0.0200739958 -0.0360373833 -0.0022828734 0.4464027802 -0.8946537265 -0.0000000000
-0.0184666011 0.0272473915 -0.0237390113 -0.0110929060 0.0140023062 0.9997190024
-0.0116140794 0.0328144458 -0.0237535595 0.0048083359 -0.0122593291 0.9997882898
0.0446767379 0.0005728221 -0.0011817081 0.9967802466 -0.0754685059 -0.0000000000
-0.0282567918 -0.0229833232 0.0136855943 0.7251574643 0.6880891520 0.0001475858
0.0386263832 -0.0187340396 0.0027650092 0.8613942706 -0.5075137208 -0.0000000000
-0.0412389708 -0.0099032960 0.0399825075 -0.2400321766 -0.0809205825 0.9594390364
-0.0023078299 -0.0517995842 0.0235021446 -0.1330454317 0.0480834644 -0.9880236972
-0.0272817360 0.0317869371 -0.0035380211 0.7013505805 -0.7124661913 0.0127688753
0.0364893936 -0.0220236187 -0.0229296093 0.8135892845 -0.5811176699 -0.0000000000
0.0142261437 -0.0304611790 -0.0292333312 -0.1545065472 0.3802376086 -0.9093286677
0.0183038728 -0.0306173656 -0.0048158462 -0.4653100666 0.8847474063 0.0145111898
-0.0102394395 -0.0395467237 0.0021233068 -0.2379985407 -0.9707941483 0.0046545375
-0.0299157193 -0.0203926977 -0.0300710577 0.4872028493 0.3946812559 -0.7772941803
0.0101369320 0.0464427229 -0.0315633840 0.1332050725 0.5646458214 -0.8124182907
-0.0069156615 -0.0716768108 0.0036770837 -0.9101487897 -0.3999760858 -0.0526644406
-0.0114950482 -0.0336043180 0.0280218629 0.2949615593 0.9532761376 0.0597545143
-0.0289625293 -0.0299624795 0.0319127560 -0.6509011506 -0.7586859214 -0.0000000000
0.0272503983 0.0064245786 -0.0276216629 -0.0491989074 -0.0049062604 -0.9987454385
0.0417548472 -0.0123008730 0.0158044788 0.9314414827 -0.3635868930 -0.0000000000
-0.0390008706 0.0255143216 0.0107437672 -0.8754720399 0.4825335392 -0.0000000000
0.0033816406 -0.0470459770 -0.0087649561 0.1950058246 -0.0329145099 0.9787372180
-0.0029644724 0.0485192831 0.0250380740 -0.0692031553 0.9972776770 -0.0000000000
-0.0121400220 0.0031788725 -0.0233060237 -0.0000000000 -0.0000000000 1.0000000000
-0.0150660854 0.0454352968 -0.0309173365 -0.3010115213 0.8202527637 -0.4801725704
0.0338969965 -0.0253057460 0.0312899642 0.7555966246 -0.6545144714 -0.0000000000
0.0444106015 -0.0019702811 0.0187764742 0.9908475578 -0.1324303145 -0.0000000000
0.0310933248 0.0088166837 -0.0237554252 -0.0169354561 -0.0027301210 0.9997971753
0.0281110669 -0.0234102081 0.0198852413 -0.7148839469 0.6989619551 0.0047123159
0.0352589629 -0.0236586498 0.0041101462 0.7861102708 -0.6176718126 -0.0000000000
0.0372938139 -0.0208525041 0.0100783255 0.8315597097 -0.5549512428 -0.0000000000
-0.0389072823 0.0012384319 0.0142142323 0.9972737262 0.0691857061 0.0000189217
-0.0283940987 0.0308305845 0.0252236646 0.7271197571 -0.6853846107 0.0287126858
-0.0409568013 -0.0136135576 -0.0210266140 -0.9192375150 -0.3929128475 -0.0000000000
-0.0290572154 -0.0290205935 0.0398108552 -0.3552938769 -0.3985603794 0.8210952267
0.0282158796 0.0177750229 -0.0237550876 -0.0147260739 -0.0071893870 0.9997955672
-0.0048327043 -0.0354865104 0.0326529215 0.1235960316 0.9831419045 0.1315356254
0.0065015351 -0.0466641197 -0.0139015216 0.6981209839 0.0147902233 -0.7090042144
0.0193456098 -0.0158582876 -0.0276350569 -0.0367026188 0.0372056472 -0.9986497701
-0.0382996490 -0.0034256962 0.0184000159 0.9817446616 0.1883858516 0.0022959444
-0.0240704545 0.0415173265 0.0116328298 -0.5413900390 0.8406648437 -0.0000000000
-0.0337186776 0.0331118683 0.0014066194 -0.7572927058 0.6525348814 -0.0000000000
-0.0221823326 0.0008085241 -0.0234026589 -0.0369295748 -0.0052705752 0.9993071953
0.0116860555 -0.0392994832 0.0194512741 0.2900415172 -0.9568599225 -0.0102561464
-0.0443280872 -0.0006348393 -0.0011401459 -0.9946578971 -0.1024894789 -0.0000000000
-0.0071959443 -0.0406862793 0.0288937428 -0.4125482424 -0.8821632259 0.1808012949
-0.0397857285 -0.0161503935 -0.0259324495 -0.8930486619 -0.4496023201 -0.0000000000
-0.0377019930 -0.0063826658 0.0257983728 0.9640627679 0.2631957109 0.0326918708
0.0154969494 0.0459001177 0.0240975279 0.3438562856 0.9387270814 -0.0000000000
0.0092495547 -0.0152099292 -0.0233616573 0.0114331176 -0.0239039298 0.9996131910
0.0250251095 -0.0043239048 -0.0275833330 -0.0401659579 0.0130995757 -0.9990524620
-0.0224028581 0.0326019074 -0.0225021197 0.3858261445 -0.4885482984 0.7657924331
-0.0402112029 0.0113071927 -0.0318459306 0.0858047070 -0.0149363770 -0.9954660441
0.0169923815 -0.0313438463 0.0039133062 -0.4310662137 0.9019272703 0.0043618771
-0.0060060983 -0.0647732597 0.0197358061 -0.6209031994 0.5626443118 -0.5289108556
0.0032476549 0.0285508143 -0.0235092126 0.0063859997 0.0503300307 0.9987016860
-0.0384426529 0.0105477796 0.0189210390 0.9854251647 -0.1686797885 0.0025871392
0.0060791565 -0.0407128313 0.0211786924 0.1612096714 -0.9792289165 -0.1140811391
-0.0291729251 -0.0297827148 0.0004507843 -0.6555963167 -0.7546648648 -0.0000000000
-0.0437545164 0.0123454900 -0.0277708584 -0.9817902459 0.1879338934 -0.0065903220
-0.0253569912 -0.0327496217 0.0286232778 -0.5701964489 -0.8211024623 -0.0000000000
0.0042591890 0.0428678676 0.0181636345 -0.1055530250 -0.9943620133 0.0021638331
0.0306999714 0.0274594479 -0.0168123485 -0.7855237193 -0.6039846370 0.1222744298
0.0388623283 0.0262373545 0.0259160354 0.8666803008 0.4987455182 -0.0000000000
-0.0296340785 0.0372833068 -0.0269748124 -0.6658873582 0.7458513620 -0.0011472711
-0.0418088144 0.0029180048 0.0397225994 0.5236003266 0.0126539469 0.8504993201
-0.0101693342 -0.0102134010 -0.0233112036 -0.0036139800 -0.0049667105 0.9999529015
0.0387503075 -0.0024487390 0.0220510667 -0.9863329226 0.1634057976 0.0104299147
-0.0408674339 0.0217238033 -0.0272430141 -0.9172141588 0.3977303101 -0.0029811295
-0.0148907155 -0.0321694650 0.0041071581 0.3837643383 0.9230249405 0.0042302775
0.0432831505 -0.0076663029 0.0040655659 0.9655926194 -0.2597447037 -0.0000000000
-0.0409140697 0.0216112735 0.0175354010 -0.9182789160 0.3952163468 -0.0000000000
0.0168908343 0.0201539591 -0.0274906724 -0.0191300554 -0.0167642828 -0.9996665092
0.0096609473 -0.0339747356 -0.0304899755 -0.1791087215 0.7125094972 -0.6772861712
-0.0037707487 0.0026729669 -0.0233060237 -0.0000000000 -0.0000000000 1.0000000000
-0.0116674221 -0.0392680087 0.0259837897 -0.3132659731 -0.9496084058 0.0010763900
